grant_id,pi_id,award_amount,funding_agency,start_date,end_date,department,status,publication_count
GNT_0000000734,FAC_00000116,307227,DOC,2018-04-07,2020-04-06,College of Natural Sciences,Completed,5
GNT_0000000735,FAC_00000249,10341,EPA,2020-07-10,2025-07-09,College of Natural Sciences,Completed,0
GNT_0000000736,FAC_00000453,23907,DOC,2024-08-15,2028-08-14,College of Natural Sciences,Active,1
GNT_0000000737,FAC_00000464,77811,DOC,2019-01-27,2023-01-26,College of Natural Sciences,Completed,4
GNT_0000000738,FAC_00000607,93706,DOE,2019-05-04,2022-05-03,College of Natural Sciences,Completed,2
GNT_0000000739,FAC_00000361,131493,USDA,2020-04-23,2024-04-22,College of Natural Sciences,Completed,3
GNT_0000000740,FAC_00000635,2855623,USDA,2023-01-20,2024-01-20,College of Natural Sciences,Completed,38
GNT_0000000741,FAC_00000120,597960,DOC,2019-01-20,2024-01-19,College of Natural Sciences,Cancelled,32
GNT_0000000742,FAC_00000411,17694,EPA,2020-02-12,2022-02-11,College of Natural Sciences,Completed,1
GNT_0000000743,FAC_00000321,783266,Private Foundation,2022-04-17,2025-04-16,College of Natural Sciences,Completed,28
GNT_0000000744,FAC_00000646,459234,USDA,2020-11-28,2023-11-28,College of Natural Sciences,Completed,11
GNT_0000000745,FAC_00000493,5000,EPA,2020-07-01,2022-07-01,College of Natural Sciences,Completed,0
GNT_0000000746,FAC_00000451,204164,DOE,2024-03-18,2025-03-18,College of Natural Sciences,Completed,0
GNT_0000000747,FAC_00000370,53122,DOC,2018-03-13,2020-03-12,College of Natural Sciences,Completed,1
GNT_0000000748,FAC_00000530,982905,USDA,2023-03-12,2026-03-11,College of Natural Sciences,Completed,23
GNT_0000000749,FAC_00000655,18629,USDA,2018-05-26,2021-05-25,College of Natural Sciences,Completed,0
GNT_0000000750,FAC_00000240,1731617,DOE,2023-03-02,2028-02-29,College of Natural Sciences,Active,78
GNT_0000000751,FAC_00000260,306350,NIH,2024-05-03,2027-05-03,College of Natural Sciences,Active,10
GNT_0000000752,FAC_00000510,43287,NSF,2018-11-28,2021-11-27,College of Natural Sciences,Completed,4
GNT_0000000753,FAC_00000643,52537,NSF,2020-03-28,2023-03-28,College of Natural Sciences,Completed,2
GNT_0000000754,FAC_00000442,1137621,DOD,2018-04-03,2020-04-02,College of Natural Sciences,Completed,20
GNT_0000000755,FAC_00000138,2143193,NSF,2021-10-02,2023-10-02,College of Natural Sciences,Completed,48
GNT_0000000756,FAC_00000089,562444,DOD,2021-12-21,2023-12-21,College of Natural Sciences,Completed,12
GNT_0000000757,FAC_00000461,123903,Industrial Partner,2018-06-15,2019-06-15,College of Natural Sciences,Completed,0
GNT_0000000758,FAC_00000039,2960776,NSF,2023-08-05,2027-08-04,College of Natural Sciences,Active,113
GNT_0000000759,FAC_00000315,57161,NIH,2023-01-09,2027-01-08,College of Natural Sciences,Active,2
GNT_0000000760,FAC_00000109,169562,DOD,2024-05-03,2026-05-03,College of Natural Sciences,Completed,1
GNT_0000000761,FAC_00000492,7946,EPA,2023-01-02,2025-01-01,College of Natural Sciences,Completed,0
GNT_0000000762,FAC_00000493,47667,NIH,2024-12-23,2026-12-23,College of Natural Sciences,Active,0
GNT_0000000763,FAC_00000583,446516,Private Foundation,2021-08-23,2025-08-22,College of Natural Sciences,Completed,21
GNT_0000000764,FAC_00000503,1360376,DOD,2024-10-27,2029-10-26,College of Natural Sciences,Active,74
GNT_0000000765,FAC_00000088,251723,USDA,2022-12-09,2024-12-08,College of Natural Sciences,Completed,6
GNT_0000000766,FAC_00000315,1069363,USDA,2021-02-19,2024-02-19,College of Natural Sciences,Completed,25
GNT_0000000767,FAC_00000348,560170,DOC,2022-04-06,2027-04-05,College of Natural Sciences,Active,27
GNT_0000000768,FAC_00000479,1700599,NIH,2021-05-12,2024-05-11,College of Natural Sciences,Completed,55
GNT_0000000769,FAC_00000426,28808,DOE,2020-04-27,2023-04-27,College of Natural Sciences,Completed,0
GNT_0000000770,FAC_00000073,26764,DOD,2021-09-21,2024-09-20,College of Natural Sciences,Completed,3
GNT_0000000771,FAC_00000569,264507,DOE,2023-02-02,2026-02-01,College of Natural Sciences,Completed,5
GNT_0000000772,FAC_00000696,359440,USDA,2019-10-16,2022-10-15,College of Natural Sciences,Cancelled,14
GNT_0000000773,FAC_00000410,268281,DOC,2019-12-20,2023-12-19,College of Natural Sciences,Completed,10
GNT_0000000774,FAC_00000463,844703,USDA,2020-05-04,2024-05-03,College of Natural Sciences,Completed,30
GNT_0000000775,FAC_00000568,195387,USDA,2023-11-05,2026-11-04,College of Natural Sciences,Active,5
GNT_0000000776,FAC_00000179,390808,DOE,2019-03-25,2024-03-23,College of Natural Sciences,Completed,14
GNT_0000000777,FAC_00000665,12703,NIH,2020-05-18,2025-05-17,College of Natural Sciences,Completed,0
GNT_0000000778,FAC_00000549,649303,NIH,2024-08-01,2026-08-01,College of Natural Sciences,Active,11
GNT_0000000779,FAC_00000295,31538,NIH,2020-10-24,2023-10-24,College of Natural Sciences,Completed,0
GNT_0000000780,FAC_00000279,79893,USDA,2024-12-18,2027-12-18,College of Natural Sciences,Active,5
GNT_0000000781,FAC_00000667,25117,NSF,2020-08-05,2022-08-05,College of Natural Sciences,Completed,0
GNT_0000000782,FAC_00000638,26615,DOD,2020-12-13,2023-12-13,College of Natural Sciences,Completed,0
GNT_0000000783,FAC_00000234,78670,NSF,2020-05-28,2023-05-28,College of Natural Sciences,Completed,2
GNT_0000000784,FAC_00000252,103633,DOE,2020-10-14,2021-10-14,College of Natural Sciences,Completed,0
GNT_0000000785,FAC_00000224,1596854,DOC,2020-04-06,2024-04-05,College of Natural Sciences,Completed,68
GNT_0000000786,FAC_00000545,16887,NIH,2023-03-12,2025-03-11,College of Natural Sciences,Completed,1
GNT_0000000787,FAC_00000149,175288,DOD,2021-02-16,2024-02-16,College of Natural Sciences,Completed,4
GNT_0000000788,FAC_00000278,2212435,Private Foundation,2019-05-26,2022-05-25,College of Natural Sciences,Completed,69
GNT_0000000789,FAC_00000194,665475,DOE,2024-03-06,2029-03-05,College of Natural Sciences,Active,29
GNT_0000000790,FAC_00000575,594929,DOC,2022-05-01,2025-04-30,College of Natural Sciences,Completed,20
GNT_0000000791,FAC_00000390,134403,DOC,2019-05-27,2020-05-26,College of Natural Sciences,Completed,0
GNT_0000000792,FAC_00000284,20951,DOC,2024-12-21,2026-12-21,College of Natural Sciences,Active,0
GNT_0000000793,FAC_00000513,35154,USDA,2022-11-07,2024-11-06,College of Natural Sciences,Completed,0
GNT_0000000794,FAC_00000675,10868,DOC,2023-03-14,2025-03-13,College of Natural Sciences,Completed,2
GNT_0000000795,FAC_00000626,507678,Industrial Partner,2022-02-04,2023-02-04,College of Natural Sciences,Completed,4
GNT_0000000796,FAC_00000216,67027,USDA,2018-09-27,2021-09-26,College of Natural Sciences,Completed,3
GNT_0000000797,FAC_00000267,167117,NSF,2021-10-02,2023-10-02,College of Natural Sciences,Completed,1
GNT_0000000798,FAC_00000173,109783,NIH,2023-01-07,2027-01-06,College of Natural Sciences,Active,2
GNT_0000000799,FAC_00000537,130863,DOC,2020-05-13,2022-05-13,College of Natural Sciences,Completed,3
GNT_0000000800,FAC_00000589,494669,EPA,2019-09-14,2024-09-12,College of Natural Sciences,Cancelled,25
GNT_0000000801,FAC_00000622,245287,EPA,2021-02-23,2023-02-23,College of Natural Sciences,Completed,3
GNT_0000000802,FAC_00000696,411500,USDA,2020-07-07,2024-07-06,College of Natural Sciences,Completed,16
GNT_0000000803,FAC_00000538,1146990,DOD,2022-01-16,2025-01-15,College of Natural Sciences,Completed,36
GNT_0000000804,FAC_00000127,1529743,Industrial Partner,2022-01-05,2025-01-04,College of Natural Sciences,Completed,54
GNT_0000000805,FAC_00000135,840690,DOC,2018-09-13,2020-09-12,College of Natural Sciences,Completed,10
GNT_0000000806,FAC_00000373,150770,Industrial Partner,2018-08-23,2020-08-22,College of Natural Sciences,Completed,1
GNT_0000000807,FAC_00000087,1009599,DOD,2020-11-06,2024-11-05,College of Natural Sciences,Completed,28
GNT_0000000808,FAC_00000213,236938,DOE,2019-01-05,2022-01-04,College of Natural Sciences,Completed,7
GNT_0000000809,FAC_00000538,443111,DOC,2023-01-02,2026-01-01,College of Natural Sciences,Completed,10
GNT_0000000810,FAC_00000242,1523766,DOD,2023-10-11,2027-10-10,College of Natural Sciences,Active,62
GNT_0000000811,FAC_00000426,142346,USDA,2020-04-13,2022-04-13,College of Natural Sciences,Completed,4
GNT_0000000812,FAC_00000170,38101,DOE,2023-07-24,2026-07-23,College of Natural Sciences,Active,1
GNT_0000000813,FAC_00000372,766849,Private Foundation,2023-03-03,2025-03-02,College of Natural Sciences,Completed,7
GNT_0000000814,FAC_00000332,172863,DOD,2020-10-12,2025-10-11,College of Natural Sciences,Completed,8
GNT_0000000815,FAC_00000353,410283,EPA,2021-04-14,2023-04-14,College of Natural Sciences,Completed,9
GNT_0000000816,FAC_00000313,1948159,Private Foundation,2022-09-19,2025-09-18,College of Natural Sciences,Completed,56
GNT_0000000817,FAC_00000353,309354,DOE,2024-01-01,2026-12-31,College of Natural Sciences,Active,10
GNT_0000000818,FAC_00000540,253587,EPA,2018-06-15,2020-06-14,College of Natural Sciences,Completed,5
GNT_0000000819,FAC_00000410,2479841,DOC,2019-08-20,2022-08-19,College of Natural Sciences,Completed,68
GNT_0000000820,FAC_00000065,22654,DOE,2021-06-01,2024-05-31,College of Natural Sciences,Completed,0
GNT_0000000821,FAC_00000647,83360,NSF,2022-01-04,2024-01-04,College of Natural Sciences,Completed,1
GNT_0000000822,FAC_00000691,177576,Industrial Partner,2022-08-08,2025-08-07,College of Natural Sciences,Completed,9
GNT_0000000823,FAC_00000636,56943,EPA,2018-03-11,2020-03-10,College of Natural Sciences,Completed,2
GNT_0000000824,FAC_00000443,887307,Private Foundation,2021-10-01,2024-09-30,College of Natural Sciences,Completed,30
GNT_0000000825,FAC_00000069,274496,DOE,2020-01-26,2024-01-25,College of Natural Sciences,Completed,11
GNT_0000000826,FAC_00000259,155538,Industrial Partner,2020-08-07,2022-08-07,College of Natural Sciences,Completed,3
GNT_0000000827,FAC_00000288,53861,Private Foundation,2023-10-15,2025-10-14,College of Natural Sciences,Completed,2
GNT_0000000828,FAC_00000104,1325972,DOD,2021-02-07,2025-02-06,College of Natural Sciences,Completed,46
GNT_0000000829,FAC_00000340,177890,NIH,2022-01-21,2025-01-20,College of Natural Sciences,Completed,3
GNT_0000000830,FAC_00000056,2558186,NSF,2018-08-06,2023-08-05,College of Natural Sciences,Completed,117
GNT_0000000831,FAC_00000047,1176536,DOE,2023-03-03,2028-03-01,College of Natural Sciences,Active,56
GNT_0000000832,FAC_00000377,282920,DOE,2018-02-07,2021-02-06,College of Natural Sciences,Completed,4
GNT_0000000833,FAC_00000468,121874,USDA,2023-09-27,2027-09-26,College of Natural Sciences,Active,6
GNT_0000000834,FAC_00000126,284619,Industrial Partner,2019-07-19,2023-07-18,College of Natural Sciences,Completed,8
GNT_0000000835,FAC_00000360,316044,DOC,2020-01-24,2023-01-23,College of Natural Sciences,Completed,2
GNT_0000000836,FAC_00000246,1435763,NSF,2023-09-16,2025-09-15,College of Natural Sciences,Completed,25
GNT_0000000837,FAC_00000384,903239,NSF,2018-02-21,2020-02-21,College of Natural Sciences,Completed,21
GNT_0000000838,FAC_00000042,167250,NIH,2021-07-16,2026-07-15,College of Natural Sciences,Cancelled,9
GNT_0000000839,FAC_00000047,137263,USDA,2020-03-06,2023-03-06,College of Natural Sciences,Completed,4
GNT_0000000840,FAC_00000267,2897822,USDA,2021-02-01,2023-02-01,College of Natural Sciences,Completed,57
GNT_0000000841,FAC_00000501,335379,DOE,2023-05-11,2025-05-10,College of Natural Sciences,Completed,7
GNT_0000000842,FAC_00000390,43331,USDA,2023-12-25,2028-12-23,College of Natural Sciences,Active,3
GNT_0000000843,FAC_00000155,441827,NIH,2023-05-24,2025-05-23,College of Natural Sciences,Completed,9
GNT_0000000844,FAC_00000420,5000,Private Foundation,2021-07-26,2024-07-25,College of Natural Sciences,Completed,0
GNT_0000000845,FAC_00000156,1463803,NIH,2021-02-16,2025-02-15,College of Natural Sciences,Cancelled,61
GNT_0000000846,FAC_00000371,2200775,Private Foundation,2018-02-19,2022-02-18,College of Natural Sciences,Completed,101
GNT_0000000847,FAC_00000497,344209,DOC,2021-03-18,2022-03-18,College of Natural Sciences,Completed,3
GNT_0000000848,FAC_00000268,185521,Industrial Partner,2023-02-16,2025-02-15,College of Natural Sciences,Completed,4
GNT_0000000849,FAC_00000320,392173,USDA,2019-01-15,2021-01-14,College of Natural Sciences,Completed,6
GNT_0000000850,FAC_00000141,206774,NIH,2019-05-10,2022-05-09,College of Natural Sciences,Completed,6
GNT_0000000851,FAC_00000675,2197003,DOC,2019-04-14,2022-04-13,College of Natural Sciences,Completed,60
GNT_0000000852,FAC_00000403,5000000,Industrial Partner,2021-01-05,2023-01-05,College of Natural Sciences,Completed,95
GNT_0000000853,FAC_00000426,65190,DOD,2023-04-25,2026-04-24,College of Natural Sciences,Completed,2
GNT_0000000854,FAC_00000213,543007,NSF,2022-05-10,2025-05-09,College of Natural Sciences,Completed,20
GNT_0000000855,FAC_00000168,258390,EPA,2019-03-06,2024-03-04,College of Natural Sciences,Completed,10
GNT_0000000856,FAC_00000532,187647,DOC,2022-06-05,2026-06-04,College of Natural Sciences,Completed,10
GNT_0000000857,FAC_00000256,681300,NSF,2019-02-21,2022-02-20,College of Natural Sciences,Completed,17
GNT_0000000858,FAC_00000633,45920,NSF,2018-07-01,2021-06-30,College of Natural Sciences,Completed,1
GNT_0000000859,FAC_00000343,14013,Industrial Partner,2024-03-11,2025-03-11,College of Natural Sciences,Completed,0
GNT_0000000860,FAC_00000294,9448,DOD,2018-03-07,2020-03-06,College of Natural Sciences,Completed,0
GNT_0000000861,FAC_00000443,183810,NSF,2021-10-09,2023-10-09,College of Natural Sciences,Completed,2
GNT_0000000862,FAC_00000595,184740,NIH,2018-02-05,2022-02-04,College of Natural Sciences,Completed,5
GNT_0000000863,FAC_00000266,175001,EPA,2018-12-22,2020-12-21,College of Natural Sciences,Completed,2
GNT_0000000864,FAC_00000497,209596,DOD,2018-12-01,2019-12-01,College of Natural Sciences,Completed,3
GNT_0000000865,FAC_00000609,79436,DOE,2024-10-09,2027-10-09,College of Natural Sciences,Active,2
GNT_0000000866,FAC_00000428,248510,NIH,2021-05-24,2023-05-24,College of Natural Sciences,Completed,5
GNT_0000000867,FAC_00000673,595523,EPA,2019-08-26,2021-08-25,College of Natural Sciences,Completed,15
GNT_0000000868,FAC_00000169,80306,Industrial Partner,2018-08-06,2021-08-05,College of Natural Sciences,Completed,2
GNT_0000000869,FAC_00000672,5000,DOD,2021-07-20,2023-07-20,College of Natural Sciences,Completed,0
GNT_0000000870,FAC_00000639,1492375,NIH,2021-01-07,2024-01-07,College of Natural Sciences,Completed,40
GNT_0000000871,FAC_00000588,172221,DOC,2019-11-06,2020-11-05,College of Natural Sciences,Completed,2
GNT_0000000872,FAC_00000107,54530,Private Foundation,2024-07-21,2026-07-21,College of Natural Sciences,Active,0
GNT_0000000873,FAC_00000224,237262,Industrial Partner,2021-11-12,2023-11-12,College of Natural Sciences,Completed,7
GNT_0000000874,FAC_00000020,5000000,USDA,2022-06-04,2025-06-03,College of Natural Sciences,Completed,151
GNT_0000000875,FAC_00000544,556753,NSF,2018-04-05,2022-04-04,College of Natural Sciences,Completed,25
GNT_0000000876,FAC_00000686,942537,DOD,2022-08-14,2025-08-13,College of Natural Sciences,Completed,20
GNT_0000000877,FAC_00000046,316039,DOE,2022-02-21,2024-02-21,College of Natural Sciences,Cancelled,6
GNT_0000000878,FAC_00000583,4933369,Private Foundation,2022-08-20,2026-08-19,College of Natural Sciences,Active,215
GNT_0000000879,FAC_00000134,194784,Private Foundation,2024-05-24,2026-05-24,College of Natural Sciences,Completed,6
GNT_0000000880,FAC_00000034,64077,DOD,2021-09-01,2023-09-01,College of Natural Sciences,Completed,1
GNT_0000000881,FAC_00000524,24022,DOC,2019-11-05,2024-11-03,College of Natural Sciences,Completed,0
GNT_0000000882,FAC_00000595,327769,NIH,2021-05-12,2024-05-11,College of Natural Sciences,Completed,15
GNT_0000000883,FAC_00000582,32892,DOC,2022-12-12,2026-12-11,College of Natural Sciences,Active,1
GNT_0000000884,FAC_00000426,313286,NSF,2018-10-18,2020-10-17,College of Natural Sciences,Completed,6
GNT_0000000885,FAC_00000221,231434,Industrial Partner,2024-06-04,2028-06-03,College of Natural Sciences,Active,12
GNT_0000000886,FAC_00000070,110275,DOD,2019-07-02,2023-07-01,College of Natural Sciences,Completed,5
GNT_0000000887,FAC_00000448,532265,Industrial Partner,2019-03-04,2023-03-03,College of Natural Sciences,Completed,24
GNT_0000000888,FAC_00000654,1691758,Private Foundation,2019-02-19,2022-02-18,College of Natural Sciences,Completed,46
GNT_0000000889,FAC_00000092,617674,USDA,2022-11-04,2024-11-03,College of Natural Sciences,Completed,11
GNT_0000000890,FAC_00000097,5000000,USDA,2019-06-18,2022-06-17,College of Natural Sciences,Completed,160
GNT_0000000891,FAC_00000649,115344,NIH,2024-10-27,2027-10-27,College of Natural Sciences,Active,9
GNT_0000000892,FAC_00000392,522022,NIH,2023-02-06,2027-02-05,College of Natural Sciences,Active,25
GNT_0000000893,FAC_00000587,380817,EPA,2019-07-18,2022-07-17,College of Natural Sciences,Completed,13
GNT_0000000894,FAC_00000144,114190,DOE,2018-07-25,2021-07-24,College of Natural Sciences,Completed,5
GNT_0000000895,FAC_00000028,57267,USDA,2022-12-10,2024-12-09,College of Natural Sciences,Cancelled,0
GNT_0000000896,FAC_00000343,494399,DOD,2018-12-20,2019-12-20,College of Natural Sciences,Completed,8
GNT_0000000897,FAC_00000655,298468,EPA,2022-09-14,2025-09-13,College of Natural Sciences,Completed,7
GNT_0000000898,FAC_00000041,1149357,DOC,2018-05-16,2019-05-16,College of Natural Sciences,Completed,7
GNT_0000000899,FAC_00000352,220624,EPA,2019-09-14,2020-09-13,College of Natural Sciences,Cancelled,2
GNT_0000000900,FAC_00000310,105530,Industrial Partner,2019-09-22,2020-09-21,College of Natural Sciences,Completed,0
GNT_0000000901,FAC_00000537,4327432,Industrial Partner,2019-07-05,2023-07-04,College of Natural Sciences,Completed,164
GNT_0000000902,FAC_00000698,7649,NIH,2021-04-15,2022-04-15,College of Natural Sciences,Completed,0
GNT_0000000903,FAC_00000312,101862,NSF,2021-07-02,2024-07-01,College of Natural Sciences,Completed,4
GNT_0000000904,FAC_00000088,176364,EPA,2021-01-17,2025-01-16,College of Natural Sciences,Completed,10
GNT_0000000905,FAC_00000145,233159,DOD,2023-09-09,2026-09-08,College of Natural Sciences,Active,7
GNT_0000000906,FAC_00000090,60462,USDA,2019-05-15,2022-05-14,College of Natural Sciences,Completed,3
GNT_0000000907,FAC_00000415,79334,NIH,2020-05-01,2023-05-01,College of Natural Sciences,Completed,1
GNT_0000000908,FAC_00000046,116322,NIH,2020-09-24,2023-09-24,College of Natural Sciences,Completed,3
GNT_0000000909,FAC_00000036,321975,Industrial Partner,2022-04-15,2025-04-14,College of Natural Sciences,Completed,9
GNT_0000000910,FAC_00000404,9930,DOC,2024-11-18,2027-11-18,College of Natural Sciences,Active,0
GNT_0000000911,FAC_00000552,352149,USDA,2023-02-19,2028-02-18,College of Natural Sciences,Active,23
GNT_0000000912,FAC_00000460,40859,DOE,2020-02-19,2023-02-18,College of Natural Sciences,Completed,3
GNT_0000000913,FAC_00000474,174093,NSF,2024-01-16,2025-01-15,College of Natural Sciences,Completed,3
GNT_0000000914,FAC_00000423,291213,DOD,2021-05-20,2024-05-19,College of Natural Sciences,Completed,9
